isco_08,task_id,title,task_text,score_2025,potential25,potential23,mean_score_2025,source,source_year
7318,12,"Handicraft Workers in Textile, Leather and Related Materials",Washing wool fibres;,0.0825,Not Exposed,Not affected,0.13,predicted,2025
7318,13,"Handicraft Workers in Textile, Leather and Related Materials",Cleaning and fluffing textile fibres;,0.1175,Not Exposed,Not affected,0.13,predicted,2025
7318,14,"Handicraft Workers in Textile, Leather and Related Materials","Forming fibres into sliver, combing them, combining sliver into sliver laps or forming sliver into rove.",0.125,Not Exposed,Not affected,0.13,predicted,2025
7321,1,Pre-press Technicians,"Operating graphic cameras and other photographic equipment to reproduce camera-ready copy onto films, plates and digital output devices;",0.285,Exposed: Gradient 1,Not affected,0.38,predicted,2025
7321,2,Pre-press Technicians,"Using computer applications to generate images, text, layouts and impositions for print and other visual media displays;",0.685,Exposed: Gradient 1,Not affected,0.38,predicted,2025
7321,3,Pre-press Technicians,"Operating plate making equipment to reproduce images from film to printing plates, digital output devices and presses;",0.235,Exposed: Gradient 1,Not affected,0.38,predicted,2025
7321,4,Pre-press Technicians,"Operating computer screen-based equipment for scanning, colour separation, colour correction, masking, creative design, combining, imposing, retouching, and other processes used to transfer copy to film and produce film for plate, digital output and cylinder productions;",0.415,Exposed: Gradient 1,Not affected,0.38,predicted,2025
7321,5,Pre-press Technicians,"Carrying out digital and chemical proofing from digital systems, and negative and positive films;",0.24,Exposed: Gradient 1,Not affected,0.38,predicted,2025
7321,6,Pre-press Technicians,"Evaluating printed proofs, checking and correcting them for quality;",0.6645000000000001,Exposed: Gradient 1,Not affected,0.38,predicted,2025
7321,7,Pre-press Technicians,"Preparing and exposing carbon tissue for laying on cylinders by transfer method, and developing images.",0.15,Exposed: Gradient 1,Not affected,0.38,predicted,2025
7322,1,Printers,"Setting, adjusting and monitoring substrate-feed mechanisms, delivery mechanisms, inking systems and other printing machine functions;",0.27,Not Exposed,Not affected,0.25,predicted,2025
7322,2,Printers,"Mixing ink and solvents to standard, and regulating paper and ink supply during print runs;",0.265,Not Exposed,Not affected,0.25,predicted,2025
7322,3,Printers,"Monitoring, evaluating and determining press to check print quality standards against proofs and detect malfunctions;",0.345,Not Exposed,Not affected,0.25,predicted,2025
7322,4,Printers,"Producing a variety of printed products using relief, lithographic, flexographic and gravure printing presses, and in-line finishing systems;",0.26,Not Exposed,Not affected,0.25,predicted,2025
7322,5,Printers,"Preparing plates, blankets and impression cylinders on small offset lithographic printing presses;",0.15,Not Exposed,Not affected,0.25,predicted,2025
7322,6,Printers,Loading paper into feeding mechanisms;,0.08,Not Exposed,Not affected,0.25,predicted,2025
7322,7,Printers,Monitoring machine operations and quality of printing;,0.31,Not Exposed,Not affected,0.25,predicted,2025
7322,8,Printers,"Maintaining, adjusting, repairing and cleaning machines;",0.15,Not Exposed,Not affected,0.25,predicted,2025
7322,9,Printers,"Producing digital print images, and transferring and outputting images.",0.415,Not Exposed,Not affected,0.25,predicted,2025
7323,1,Print Finishing and Binding Workers,Setting up and supervising the operation of automatic binding and finishing equipment;,0.285,Not Exposed,Not affected,0.22,predicted,2025
7323,2,Print Finishing and Binding Workers,"Binding full, half and limp-bound books, and repairing bindings;",0.125,Not Exposed,Not affected,0.22,predicted,2025
7323,3,Print Finishing and Binding Workers,"Folding, collating and sewing signatures by machine and hand;",0.14,Not Exposed,Not affected,0.22,predicted,2025
7323,4,Print Finishing and Binding Workers,"Operating paper guillotines for pre-press and post-press paper cutting and trimming, and programming electronically operated units;",0.175,Not Exposed,Not affected,0.22,predicted,2025
7323,5,Print Finishing and Binding Workers,"Operating systems to insert printed material into newspapers, magazines and envelopes;",0.185,Not Exposed,Not affected,0.22,predicted,2025
7323,6,Print Finishing and Binding Workers,Embellishing printed products automatically and manually;,0.265,Not Exposed,Not affected,0.22,predicted,2025
7323,7,Print Finishing and Binding Workers,Operating photographic and electronic reproduction devices.,0.365,Not Exposed,Not affected,0.22,predicted,2025
7411,1,Building and Related Electricians,"Installing, maintaining and repairing electrical wiring systems and related equipment in various buildings such as schools, hospitals, commercial establishments, residential buildings and other structures;",0.18,Not Exposed,Not affected,0.19,predicted,2025
7411,2,Building and Related Electricians,"Examining blueprints, wiring diagrams and specifications to determine sequences and methods of operation;",0.2825,Not Exposed,Not affected,0.19,predicted,2025
7411,3,Building and Related Electricians,"Planning layout and installation of electrical wiring, equipment and fixtures, based on job specifications and relevant standards;",0.195,Not Exposed,Not affected,0.19,predicted,2025
7411,4,Building and Related Electricians,"Inspecting electrical systems, equipment and components to identify hazards, defects and the need for adjustment or repair;",0.2025,Not Exposed,Not affected,0.19,predicted,2025
7411,5,Building and Related Electricians,"Selecting, cutting and connecting wire and cable to terminals and connectors;",0.135,Not Exposed,Not affected,0.19,predicted,2025
7411,6,Building and Related Electricians,Measuring and laying out installation reference points;,0.1375,Not Exposed,Not affected,0.19,predicted,2025
7411,7,Building and Related Electricians,Positioning and installing electrical switchboards;,0.1375,Not Exposed,Not affected,0.19,predicted,2025
7411,8,Building and Related Electricians,Testing continuity of circuit.,0.26,Not Exposed,Not affected,0.19,predicted,2025
7412,1,Electrical Mechanics and Fitters,"Fitting, adjusting and repairing various kinds of electrical machinery and motors, generators, switchgear and control apparatus, instruments, or electrical parts of elevators and related equipment;",0.155,Not Exposed,Not affected,0.17,predicted,2025
7412,2,Electrical Mechanics and Fitters,"Fitting, adjusting and repairing electrical parts in domestic appliances, industrial machines and other appliances;",0.1625,Not Exposed,Not affected,0.17,predicted,2025
7412,3,Electrical Mechanics and Fitters,Inspecting and testing manufactured electrical products;,0.284,Not Exposed,Not affected,0.17,predicted,2025
7412,4,Electrical Mechanics and Fitters,"Installing, testing, connecting, commissioning, maintaining and modifying electrical equipment, wiring and control systems;",0.205,Not Exposed,Not affected,0.17,predicted,2025
7412,5,Electrical Mechanics and Fitters,"Designing, installing, maintaining, servicing and repairing electric and hydraulic passenger and freight lifts, escalators, moving walkways and other lift equipment;",0.135,Not Exposed,Not affected,0.17,predicted,2025
7412,6,Electrical Mechanics and Fitters,Connecting electrical systems to power supply;,0.14,Not Exposed,Not affected,0.17,predicted,2025
7412,7,Electrical Mechanics and Fitters,Replacing and repairing defective parts.,0.14,Not Exposed,Not affected,0.17,predicted,2025
7413,1,Electrical Line Installers and Repairers,Installing and repairing overhead and underground electrical power and electrical traction lines;,0.14,Not Exposed,Not affected,0.15,predicted,2025
7413,2,Electrical Line Installers and Repairers,Making joints in overhead and underground cables;,0.12,Not Exposed,Not affected,0.15,predicted,2025
7413,3,Electrical Line Installers and Repairers,"Adhering to safety practices and procedures, such as checking equipment regularly and erecting barriers around work areas;",0.225,Not Exposed,Not affected,0.15,predicted,2025
7413,4,Electrical Line Installers and Repairers,Opening switches or attaching grounding devices to remove electrical hazards from disturbed or fallen lines or to facilitate repairs;,0.11,Not Exposed,Not affected,0.15,predicted,2025
7413,5,Electrical Line Installers and Repairers,Climbing poles or using truck-mounted buckets to access equipment;,0.0575,Not Exposed,Not affected,0.15,predicted,2025
7413,6,Electrical Line Installers and Repairers,"Identifying defective sectionalizing devices, circuit breakers, fuses, voltage regulators, transformers, switches, relays or wiring, using wiring diagrams and electrical-testing instruments.",0.27,Not Exposed,Not affected,0.15,predicted,2025
7421,1,Electronics Mechanics and Servicers,"Examining and testing machines, instruments, components, control systems and other electronic equipment to identify faults;",0.265,Not Exposed,Not affected,0.25,predicted,2025
7421,2,Electronics Mechanics and Servicers,"Adjusting, repairing and replacing worn and defective parts and wiring, and maintaining machines, equipment and instruments;",0.135,Not Exposed,Not affected,0.25,predicted,2025
7421,3,Electronics Mechanics and Servicers,"Reassembling, test operating and adjusting equipment;",0.165,Not Exposed,Not affected,0.25,predicted,2025
7421,4,Electronics Mechanics and Servicers,Installing electronic instruments and control systems;,0.235,Not Exposed,Not affected,0.25,predicted,2025
7421,5,Electronics Mechanics and Servicers,"Coordinating work with that of engineers, technicians and other maintenance personnel;",0.26,Not Exposed,Not affected,0.25,predicted,2025
7421,6,Electronics Mechanics and Servicers,Interpreting test data to diagnose malfunctions and systemic performance problems;,0.3125,Not Exposed,Not affected,0.25,predicted,2025
7421,7,Electronics Mechanics and Servicers,"Installing, adjusting, repairing or replacing electrical and electronic components, assemblies and systems using hand tools, power tools or soldering irons;",0.1575,Not Exposed,Not affected,0.25,predicted,2025
7421,8,Electronics Mechanics and Servicers,"Connecting components to assemblies such as radio systems, instruments, magnetos, inverters and in-flight refuelling systems;",0.1475,Not Exposed,Not affected,0.25,predicted,2025
7421,9,Electronics Mechanics and Servicers,Keeping records of maintenance and repair work.,0.55,Not Exposed,Not affected,0.25,predicted,2025
7422,1,Information and Communications Technology Installers and Servicers,"Maintaining, troubleshooting, testing and repairing computers, data transmission equipment and computer peripherals;",0.3,Not Exposed,Not affected,0.24,predicted,2025
7422,2,Information and Communications Technology Installers and Servicers,Fitting and adjusting computer hardware;,0.1575,Not Exposed,Not affected,0.24,predicted,2025
7422,3,Information and Communications Technology Installers and Servicers,"Installing, maintaining, repairing and diagnosing malfunctions of microwave, telemetry, multiplexing, satellite and other radio and electromagnetic wave communications systems;",0.3,Not Exposed,Not affected,0.24,predicted,2025
7422,4,Information and Communications Technology Installers and Servicers,"Providing technical advice and information, and monitoring the performance of complex telecommunications networks and equipment;",0.5075,Not Exposed,Not affected,0.24,predicted,2025
7422,5,Information and Communications Technology Installers and Servicers,"Installing and repairing cabling for computer, radio, telephone and television transmission;",0.14,Not Exposed,Not affected,0.24,predicted,2025
7422,6,Information and Communications Technology Installers and Servicers,"Joining telecommunications and data cables, and sealing sheathes;",0.1325,Not Exposed,Not affected,0.24,predicted,2025
7422,7,Information and Communications Technology Installers and Servicers,"Installing, maintaining and repairing antennae used in communications.",0.135,Not Exposed,Not affected,0.24,predicted,2025
7511,1,"Butchers, Fishmongers and Related Food Preparers",Slaughtering animals;,0.0775,Not Exposed,Not affected,0.13,predicted,2025
7511,2,"Butchers, Fishmongers and Related Food Preparers",Flaying and trimming carcasses;,0.0875,Not Exposed,Not affected,0.13,predicted,2025
7511,3,"Butchers, Fishmongers and Related Food Preparers","Boning, cutting and dressing meat and fish for sale or further processing;",0.135,Not Exposed,Not affected,0.13,predicted,2025
7511,4,"Butchers, Fishmongers and Related Food Preparers","Preparing ingredients and making sausages and similar products using chopping, mixing and shaping machines;",0.15,Not Exposed,Not affected,0.13,predicted,2025
7511,5,"Butchers, Fishmongers and Related Food Preparers","Curing meat, fish and other foods;",0.1425,Not Exposed,Not affected,0.13,predicted,2025
7511,6,"Butchers, Fishmongers and Related Food Preparers","Operating smokehouses or ovens to smoke meat, fish and other foodstuffs;",0.1275,Not Exposed,Not affected,0.13,predicted,2025
7511,7,"Butchers, Fishmongers and Related Food Preparers","Cooking or in other ways preparing meat, fish and related food items for sale;",0.12,Not Exposed,Not affected,0.13,predicted,2025
7511,8,"Butchers, Fishmongers and Related Food Preparers","Selling meat or fish to customers, including wrapping, weighing and labelling products, and receiving payment.",0.1625,Not Exposed,Not affected,0.13,predicted,2025
7512,1,"Bakers, Pastry-cooks and Confectionery Makers","Making bread, cakes, biscuits, pastries, pies and other flour products;",0.14,Not Exposed,Not affected,0.17,predicted,2025
7512,2,"Bakers, Pastry-cooks and Confectionery Makers","Making handmade confectionery from mixtures of sugar, chocolate and other ingredients using hand tools and some machines;",0.165,Not Exposed,Not affected,0.17,predicted,2025
7512,3,"Bakers, Pastry-cooks and Confectionery Makers","Combining measured ingredients in bowls of mixing, blending or cooking machinery;",0.135,Not Exposed,Not affected,0.17,predicted,2025
7512,4,"Bakers, Pastry-cooks and Confectionery Makers",Checking the quality of raw materials to ensure that standards and specifications are met;,0.3525,Not Exposed,Not affected,0.17,predicted,2025
7512,5,"Bakers, Pastry-cooks and Confectionery Makers","Applying glazes, icings or other toppings to baked goods, using spatulas or brushes;",0.12,Not Exposed,Not affected,0.17,predicted,2025
7512,6,"Bakers, Pastry-cooks and Confectionery Makers",Checking the cleanliness of equipment and operation of premises before production runs to ensure compliance with occupational health and safety regulations;,0.185,Not Exposed,Not affected,0.17,predicted,2025
7512,7,"Bakers, Pastry-cooks and Confectionery Makers",Monitoring oven temperatures and product appearance to determine baking times;,0.125,Not Exposed,Not affected,0.17,predicted,2025
7512,8,"Bakers, Pastry-cooks and Confectionery Makers","Coordinating the forming, loading, baking, unloading, de-panning and cooling of batches of bread, rolls, pastry and confectionary products.",0.13,Not Exposed,Not affected,0.17,predicted,2025
7513,1,Dairy Products Makers,Boiling or pasteurizing milk to achieve specified butter fat content;,0.145,Not Exposed,Not affected,0.22,predicted,2025
7513,2,Dairy Products Makers,Separating cream from milk and churning cream into butter;,0.125,Not Exposed,Not affected,0.22,predicted,2025
7513,3,Dairy Products Makers,Dumping measured amounts of starter and other ingredients into milk;,0.1425,Not Exposed,Not affected,0.22,predicted,2025
7513,4,Dairy Products Makers,"Curdling milk, heating curd until it reaches desired firmness, draining curd and placing cheese into moulds to press it into shape;",0.145,Not Exposed,Not affected,0.22,predicted,2025
7513,5,Dairy Products Makers,Salting cheese and piercing or smearing cheese with cultured wash to develop mould growth;,0.1075,Not Exposed,Not affected,0.22,predicted,2025
7513,6,Dairy Products Makers,Placing and turning cheese blocks on shelves to cure cheese;,0.135,Not Exposed,Not affected,0.22,predicted,2025
7513,7,Dairy Products Makers,"Monitoring product quality before packaging by inspecting, taking samples and adjusting treatment conditions when necessary;",0.31,Not Exposed,Not affected,0.22,predicted,2025
7513,8,Dairy Products Makers,"Recording amounts of ingredients used, test results, and time cycles.",0.61,Not Exposed,Not affected,0.22,predicted,2025
7514,1,"Fruit, Vegetable and Related Preservers",Extracting juices from various fruits;,0.15,Not Exposed,Not affected,0.15,predicted,2025
7514,2,"Fruit, Vegetable and Related Preservers","Extracting oils from oil-bearing seeds, nuts or fruits;",0.1,Not Exposed,Not affected,0.15,predicted,2025
7514,3,"Fruit, Vegetable and Related Preservers","Cooking, salting or drying fruit, vegetables and related foods;",0.14,Not Exposed,Not affected,0.15,predicted,2025
7514,4,"Fruit, Vegetable and Related Preservers","Mixing and adding ingredients such as pectin, sugar, spices and vinegar to assist preservation and enhance texture, appearance and flavour;",0.2125,Not Exposed,Not affected,0.15,predicted,2025
7514,5,"Fruit, Vegetable and Related Preservers","Transferring preserved foods to sterile jars, bottles or other containers.",0.1375,Not Exposed,Not affected,0.15,predicted,2025
7515,1,Food and Beverage Tasters and Graders,"Inspecting, testing, tasting and smelling agricultural products, food and beverages at various stages of processing;",0.195,Minimal Exposure,Not affected,0.31,predicted,2025
7515,2,Food and Beverage Tasters and Graders,"Determining quality, acceptability to consumer tastes and approximate value of products, and grading them into appropriate classes;",0.3675,Minimal Exposure,Not affected,0.31,predicted,2025
7515,3,Food and Beverage Tasters and Graders,Discarding inferior products;,0.25,Minimal Exposure,Not affected,0.31,predicted,2025
7515,4,Food and Beverage Tasters and Graders,"Recording the grade and/or identification numbers on tags, receiving, or sales sheets;",0.55,Minimal Exposure,Not affected,0.31,predicted,2025
7515,5,Food and Beverage Tasters and Graders,Weighing and measuring products.,0.165,Minimal Exposure,Not affected,0.31,predicted,2025
7516,1,Tobacco Preparers and Tobacco Products Makers,"Grading cured tobacco leaves by type, quality and locality where grown;",0.215,Not Exposed,Not affected,0.14,predicted,2025
7516,2,Tobacco Preparers and Tobacco Products Makers,Mixing tobacco leaves according to formula to obtain a blend of distinct flavour;,0.175,Not Exposed,Not affected,0.14,predicted,2025
7516,3,Tobacco Preparers and Tobacco Products Makers,Tending vacuum container which moistens tobacco for further processing;,0.15,Not Exposed,Not affected,0.14,predicted,2025
7516,4,Tobacco Preparers and Tobacco Products Makers,Removing midribs and stalks from tobacco leaves and shredding tobacco;,0.075,Not Exposed,Not affected,0.14,predicted,2025
7516,5,Tobacco Preparers and Tobacco Products Makers,"Making cigars, cigarettes, snuff and other tobacco products by hand or with simple machines.",0.1025,Not Exposed,Not affected,0.14,predicted,2025
8111,1,Miners and Quarriers,"Positioning, operating and monitoring the performance of a variety of underground and surface mining equipment including continuous mining, cutting and channelling plant;",0.145,Not Exposed,Not affected,0.17,predicted,2025
8111,2,Miners and Quarriers,Setting up and operating drilling equipment in underground and surface mines and quarries;,0.125,Not Exposed,Not affected,0.17,predicted,2025
8111,3,Miners and Quarriers,"Operating machinery and using hand or power tools to remove loosened rock, ore, coal and other deposits;",0.1275,Not Exposed,Not affected,0.17,predicted,2025
8111,4,Miners and Quarriers,"Preparing, fitting and installing supports in underground workings including rock bolts;",0.115,Not Exposed,Not affected,0.17,predicted,2025
8111,5,Miners and Quarriers,"Operating machinery to open new shafts, drives, air vents and rises;",0.16,Not Exposed,Not affected,0.17,predicted,2025
8111,6,Miners and Quarriers,"Operating auxiliary plant such as pumps to expel air, water and mud;",0.135,Not Exposed,Not affected,0.17,predicted,2025
8111,7,Miners and Quarriers,"Performing minor maintenance and repairs and lubricating and cleaning plant, machines and tools;",0.135,Not Exposed,Not affected,0.17,predicted,2025
8111,8,Miners and Quarriers,Completing records detailing operations completed during shifts;,0.46,Not Exposed,Not affected,0.17,predicted,2025
8111,9,Miners and Quarriers,Collecting mineral samples for laboratory analysis.,0.15,Not Exposed,Not affected,0.17,predicted,2025
8112,1,Mineral and Stone Processing Plant Operators,"Setting up and operating stationary plant and machinery which grind, crush, cut, saw and slice rocks, minerals and stones according to the specifications for the job;",0.16,Not Exposed,Not affected,0.21,predicted,2025
8112,2,Mineral and Stone Processing Plant Operators,"Positioning blocks and slabs of stone onto machines for sawing, cutting and further working;",0.11,Not Exposed,Not affected,0.21,predicted,2025
8112,3,Mineral and Stone Processing Plant Operators,"Monitoring and maintaining the flow of unprocessed rocks, minerals and stones from conveyors into machines;",0.19,Not Exposed,Not affected,0.21,predicted,2025
8112,4,Mineral and Stone Processing Plant Operators,"Operating washing, separating, leaching, precipitating, filtering, extracting and combining equipment to remove waste material and recover minerals;",0.155,Not Exposed,Not affected,0.21,predicted,2025
8112,5,Mineral and Stone Processing Plant Operators,Combining mineral ores with solvents to facilitate further processing;,0.15,Not Exposed,Not affected,0.21,predicted,2025
8112,6,Mineral and Stone Processing Plant Operators,"Separating metal and mineral concentrates from ore and alluvial deposits by thickening, flotation, gravity separation, filtration, and or magnetic and electrostatic separation;",0.2,Not Exposed,Not affected,0.21,predicted,2025
8112,7,Mineral and Stone Processing Plant Operators,"Observing meters, gauges and control panels, and adjusting valves and controls to ensure the safe and efficient operation of equipment, and detecting malfunctions, and assisting with plant and machinery maintenance and repair;",0.225,Not Exposed,Not affected,0.21,predicted,2025
8112,8,Mineral and Stone Processing Plant Operators,"Examining processed materials visually or with hands to ensure compliance with established standards and job specifications, and collecting samples for testing in laboratories;",0.3,Not Exposed,Not affected,0.21,predicted,2025
8112,9,Mineral and Stone Processing Plant Operators,"Recording information about processing completed during shifts, such as quantities, types and dimensions of materials produced;",0.46,Not Exposed,Not affected,0.21,predicted,2025
8112,10,Mineral and Stone Processing Plant Operators,"Sorting, stacking and moving processed minerals and stone for packaging, further processing or shipping.",0.13,Not Exposed,Not affected,0.21,predicted,2025
8113,1,Well Drillers and Borers and Related Workers,"Dismantling, moving and assembling drilling rigs and auxiliary equipment;",0.11,Not Exposed,Not affected,0.19,predicted,2025
8113,2,Well Drillers and Borers and Related Workers,"Assembling and dismantling pipes, casings and drill heads, and replacing dysfunctional equipment;",0.1225,Not Exposed,Not affected,0.19,predicted,2025
8113,3,Well Drillers and Borers and Related Workers,"Operating controls to lower and raise drill pipes and casings in and out of wells, regulate pressure in the well and control the speed of tools;",0.15,Not Exposed,Not affected,0.19,predicted,2025
8113,4,Well Drillers and Borers and Related Workers,Preparing drilling fluid and checking the operation of pumps to ensure adequate circulation of fluid in drill pipe and well;,0.135,Not Exposed,Not affected,0.19,predicted,2025
8113,5,Well Drillers and Borers and Related Workers,"Monitoring gauges and other indicators and listening to equipment to detect malfunctions and unusual well conditions, and determining the need to change drilling or equipment;",0.2325,Not Exposed,Not affected,0.19,predicted,2025
8113,6,Well Drillers and Borers and Related Workers,"Maintaining, adjusting, repairing and cleaning drilling rigs, hoisting and other machinery;",0.115,Not Exposed,Not affected,0.19,predicted,2025
8113,7,Well Drillers and Borers and Related Workers,Maintaining records of drilling and servicing operations;,0.5,Not Exposed,Not affected,0.19,predicted,2025
8113,8,Well Drillers and Borers and Related Workers,"Operating machines and tools to extract dust, cuttings and lost and broken drilling equipment from holes and wells;",0.1425,Not Exposed,Not affected,0.19,predicted,2025
8113,9,Well Drillers and Borers and Related Workers,Closing and sealing wells no longer in use;,0.1125,Not Exposed,Not affected,0.19,predicted,2025
8113,10,Well Drillers and Borers and Related Workers,Supervising and training crew members.,0.255,Not Exposed,Not affected,0.19,predicted,2025
8114,1,"Cement, Stone and Other Mineral Products Machine Operators","Operating extrusion, moulding, mixing, pumping, compacting, grinding and cutting machinery to manufacture and finish precast concrete and stone products;",0.16,Not Exposed,Not affected,0.23,predicted,2025
8114,2,"Cement, Stone and Other Mineral Products Machine Operators","Operating plant to produce cement, lime and clinker, including loading and unloading ingredients and operating continuous feed equipment such as pumps and conveyors;",0.185,Not Exposed,Not affected,0.23,predicted,2025
8114,3,"Cement, Stone and Other Mineral Products Machine Operators","Operating plant and machines which weigh and mix sand, gravel, cement, water and other ingredients to make concrete;",0.145,Not Exposed,Not affected,0.23,predicted,2025
8114,4,"Cement, Stone and Other Mineral Products Machine Operators","Operating plant and machinery which assembles and fills moulds with concrete and artificial stone mixtures, removes castings from moulds and finishes surfaces of precast products;",0.16,Not Exposed,Not affected,0.23,predicted,2025
8114,5,"Cement, Stone and Other Mineral Products Machine Operators","Cutting, grinding, drilling, sandblasting and polishing concrete products and stone blocks, slabs and products to the specifications for the job;",0.1275,Not Exposed,Not affected,0.23,predicted,2025
8114,6,"Cement, Stone and Other Mineral Products Machine Operators","Checking production plans and specifications to determine and select materials, ingredients, procedures, components, settings and adjustments for extrusion, moulding, mixing and compacting machines;",0.2975,Not Exposed,Not affected,0.23,predicted,2025
8114,7,"Cement, Stone and Other Mineral Products Machine Operators","Monitoring plant and machines during operation by observing instruments such as temperature and pressure gauges, and adjusting controls and reporting malfunctions as necessary;",0.2575,Not Exposed,Not affected,0.23,predicted,2025
8114,8,"Cement, Stone and Other Mineral Products Machine Operators",Collecting and examining samples of mixtures and finished products for conformity to specifications and adjusting machine settings accordingly;,0.28,Not Exposed,Not affected,0.23,predicted,2025
8114,9,"Cement, Stone and Other Mineral Products Machine Operators","Checking and maintaining production records, including information about quantities, dimensions and types of materials and goods produced;",0.4975000000000001,Not Exposed,Not affected,0.23,predicted,2025
8114,10,"Cement, Stone and Other Mineral Products Machine Operators",Arranging and assisting with plant and machinery maintenance and repair.,0.1535,Not Exposed,Not affected,0.23,predicted,2025
8121,1,Metal Processing Plant Operators,"Setting up, preparing and adjusting mineral ore and metal processing machinery to carry out one step in the overall mineral ore or metal processing operation;",0.225,Not Exposed,Not affected,0.26,predicted,2025
8121,2,Metal Processing Plant Operators,"Operating single-function machinery to grind, separate, filter, mix, treat, cast, roll, refine or otherwise process metals and mineral ores;",0.15,Not Exposed,Not affected,0.26,predicted,2025
8121,3,Metal Processing Plant Operators,"Observing gauges, meters, computer printouts, video monitors and products to ensure correct operation of machines and verify specified processing conditions;",0.28,Not Exposed,Not affected,0.26,predicted,2025
8121,4,Metal Processing Plant Operators,"Adjusting equipment, valves, pumps, controls and process equipment;",0.295,Not Exposed,Not affected,0.26,predicted,2025
8121,5,Metal Processing Plant Operators,"Controlling the preparation, measuring and feeding of raw materials and processing agents into plant;",0.27,Not Exposed,Not affected,0.26,predicted,2025
8121,6,Metal Processing Plant Operators,"Controlling process start-up and shut-down, troubleshooting and monitoring outside process equipment;",0.245,Not Exposed,Not affected,0.26,predicted,2025
8121,7,Metal Processing Plant Operators,"Verifying equipment for malfunctions, carrying out routine operating tests and arranging for maintenance;",0.18,Not Exposed,Not affected,0.26,predicted,2025
8121,8,Metal Processing Plant Operators,"Analysing sample products, performing tests, recording data and writing production logs.",0.475,Not Exposed,Not affected,0.26,predicted,2025
8122,1,"Metal Finishing, Plating and Coating Machine Operators","Operating and monitoring equipment which cleans metal articles in preparation for electroplating, galvanizing, enamelling or similar processes;",0.1625,Not Exposed,Not affected,0.2,predicted,2025
8122,2,"Metal Finishing, Plating and Coating Machine Operators",Operating and monitoring electroplating equipment;,0.23,Not Exposed,Not affected,0.2,predicted,2025
8122,3,"Metal Finishing, Plating and Coating Machine Operators",Operating and monitoring hot-dip equipment used to coat iron and steel products;,0.2225,Not Exposed,Not affected,0.2,predicted,2025
8122,4,"Metal Finishing, Plating and Coating Machine Operators",Operating and monitoring machines which automatically coat wire with non-ferrous metal;,0.18125,Not Exposed,Not affected,0.2,predicted,2025
8122,5,"Metal Finishing, Plating and Coating Machine Operators",Operating and monitoring equipment used to spray molten metal or other substances onto metal products to provide a protective or decorative coating or to build up worn or damaged surfaces;,0.215,Not Exposed,Not affected,0.2,predicted,2025
8122,6,"Metal Finishing, Plating and Coating Machine Operators",Operating and monitoring equipment used to impart a rust-resistant finish to metal articles by treating them with chemicals and heating them;,0.185,Not Exposed,Not affected,0.2,predicted,2025
8122,7,"Metal Finishing, Plating and Coating Machine Operators","Checking proper thickness of plating using micrometers, callipers or other devices recording data and writing production logs;",0.275,Not Exposed,Not affected,0.2,predicted,2025
8122,8,"Metal Finishing, Plating and Coating Machine Operators",Preparing and mixing metalizing solutions according to formulas or specifications.,0.1675,Not Exposed,Not affected,0.2,predicted,2025
8131,1,Chemical Products Plant and Machine Operators,"Setting up, starting, controlling, adjusting and stopping machines and plant;",0.195,Not Exposed,Not affected,0.24,predicted,2025
8131,2,Chemical Products Plant and Machine Operators,Monitoring reaction processes and transfers of products in conformity with safety procedures;,0.295,Not Exposed,Not affected,0.24,predicted,2025
8131,3,Chemical Products Plant and Machine Operators,"Monitoring meters, gauges and electronic instrumentation on one or more chemical or formulation units, such as mixers, kettles, blenders, dryers, tabletting, encapsulation, granulation and coating machines;",0.275,Not Exposed,Not affected,0.24,predicted,2025
8131,4,Chemical Products Plant and Machine Operators,"Measuring, weighing and loading chemical ingredients following formulation cards;",0.21,Not Exposed,Not affected,0.24,predicted,2025
8131,5,Chemical Products Plant and Machine Operators,Making samples and performing routine chemical and physical tests of products and recording production data;,0.345,Not Exposed,Not affected,0.24,predicted,2025
8131,6,Chemical Products Plant and Machine Operators,Cleaning and performing minor repairs to machines and plant.,0.145,Not Exposed,Not affected,0.24,predicted,2025
8132,1,Photographic Products Machine Operators,Operating and monitoring equipment which makes photographic film and paper;,0.195,Not Exposed,Augmentation Potential,0.27,predicted,2025
8132,2,Photographic Products Machine Operators,"Operating, monitoring and testing photographic processing and printing equipment, and maintaining operational standards;",0.32,Not Exposed,Augmentation Potential,0.27,predicted,2025
8132,3,Photographic Products Machine Operators,Preparing exposed film for different processing batches in dark rooms and dark chambers;,0.1825,Not Exposed,Augmentation Potential,0.27,predicted,2025
8132,4,Photographic Products Machine Operators,"Inspecting images, films and prints, and adjusting settings on printmaking equipment to produce required colour, brightness, contrast, number, size and type of prints;",0.2775,Not Exposed,Augmentation Potential,0.27,predicted,2025
8132,5,Photographic Products Machine Operators,Adjusting settings and running automatic developing equipment;,0.345,Not Exposed,Augmentation Potential,0.27,predicted,2025
8132,6,Photographic Products Machine Operators,Operating equipment to transfer film to videotape or other electronic media;,0.25,Not Exposed,Augmentation Potential,0.27,predicted,2025
8132,7,Photographic Products Machine Operators,Performing photographic processing-related tasks;,0.315,Not Exposed,Augmentation Potential,0.27,predicted,2025
8132,8,Photographic Products Machine Operators,"Operating automatic equipment (in retail establishments) to develop colour negatives, prints and slides;",0.2875,Not Exposed,Augmentation Potential,0.27,predicted,2025
